Restaurent name,Cuisine types,Rating,Price,Distance,Location,what_people_like_about_us,textual_features
Tonique Bistro & Bar,"North Indian, Mughlai, Italian, Asian, Fast Food, Biryani, Bar Food, Desserts",3.9,900.0,5.2,"Phoenix Plassio Mall, Lucknow","Friendly Staff, Great for Dates, Memorable Experience","North Indian, Mughlai, Italian, Asian, Fast Food, Biryani, Bar Food, Desserts Friendly Staff, Great for Dates, Memorable Experience"
Wat-a-Burger! - India ka Burger,"Burger, Wraps, Fast Food, Desserts, Sandwich, Beverages",3.8,200.0,1.9,"Hazratganj, Lucknow","Courteous Staff, Extensive Mocktail Menu, Memorable Experience","Burger, Wraps, Fast Food, Desserts, Sandwich, Beverages Courteous Staff, Extensive Mocktail Menu, Memorable Experience"
Momo King,"Chinese, Momos, Rolls, Beverages",4.2,250.0,2.4,"Aliganj, Lucknow","Delicious Food, Hospitality, Well-priced Options","Chinese, Momos, Rolls, Beverages Delicious Food, Hospitality, Well-priced Options"
La Sani'z Biryani,"Biryani, Lebanese, North Indian, Beverages",3.7,200.0,9.3,"Aashiana, Lucknow","Local Sourcing, Satisfying Portions, Young Crowd","Biryani, Lebanese, North Indian, Beverages Local Sourcing, Satisfying Portions, Young Crowd"
Nainital Momos,"Momos, Chinese, Street Food, Beverages, Shake",4.1,175.0,10.2,"Aashiana, Lucknow","Consistent Quality, Good Music, Satisfying Portions","Momos, Chinese, Street Food, Beverages, Shake Consistent Quality, Good Music, Satisfying Portions"
Burger Singh - Big Punjabi Burgers,"Burger, Fast Food, Momos, Beverages",3.6,200.0,5.0,"Aliganj, Lucknow","Hospitable Staff, Consistent Quality, Fresh Ingredients","Burger, Fast Food, Momos, Beverages Hospitable Staff, Consistent Quality, Fresh Ingredients"
The Chocolate Room,"Bakery, Cafe, Coffee, Salad, Italian, Fast Food, Chinese, Mexican",4.1,450.0,1.6,"Hazratganj, Lucknow","Authentic Flavors, Variety of Beer, Exquisite Taste","Bakery, Cafe, Coffee, Salad, Italian, Fast Food, Chinese, Mexican Authentic Flavors, Variety of Beer, Exquisite Taste"
Cafe Delhi Heights,"Continental, North Indian, Chinese, Street Food, Fast Food, Seafood, Desserts, Beverages",4.6,750.0,2.6,"Riverside Mall, Gomti Nagar, Lucknow","Trendy Setting, Peaceful Ambience, Clean Environment","Continental, North Indian, Chinese, Street Food, Fast Food, Seafood, Desserts, Beverages Trendy Setting, Peaceful Ambience, Clean Environment"
Kake Di Hatti,"Chinese, North Indian, Pizza, Italian, Desserts, Beverages, Cake",4.2,475.0,6.2,"Gomti Nagar, Lucknow","Ambiance, Peaceful Ambience, Sophisticated","Chinese, North Indian, Pizza, Italian, Desserts, Beverages, Cake Ambiance, Peaceful Ambience, Sophisticated"
Foodie,"North Indian, Mughlai, South Indian, Chinese, Fast Food, Biryani, Beverages",3.8,600.0,12.0,"Gomti Nagar, Lucknow","Cozy Ambiance, Hospitality, Great for Dates","North Indian, Mughlai, South Indian, Chinese, Fast Food, Biryani, Beverages Cozy Ambiance, Hospitality, Great for Dates"
The Diamond Pizza & Chinese Point,"Chinese, North Indian, Pizza, Burger, Fast Food",3.8,150.0,6.3,"Jankipuram, Lucknow","Exquisite Taste, Ambiance, Flavorful Creations","Chinese, North Indian, Pizza, Burger, Fast Food Exquisite Taste, Ambiance, Flavorful Creations"
Pizzatarian,"Pizza, Pasta, Fast Food, Burger, Wraps, Rolls, American",3.9,300.0,0.953,"Jankipuram, Lucknow","Trendy Setting, Innovative Dishes, Breakfast","Pizza, Pasta, Fast Food, Burger, Wraps, Rolls, American Trendy Setting, Innovative Dishes, Breakfast"
Spice Sutra,"North Indian, Fast Food, Chinese, Continental, Mughlai, Pizza, Desserts, Beverages",4.4,425.0,7.1,"Gomti Nagar, Lucknow","Friendly Staff, Seasonal Menu, Breakfast","North Indian, Fast Food, Chinese, Continental, Mughlai, Pizza, Desserts, Beverages Friendly Staff, Seasonal Menu, Breakfast"
Delhi Choti Line Restaurant And Cafe,"North Indian, Mughlai",3.3,200.0,4.9,"Jankipuram, Lucknow","Great for Dates, Great Service, Well-priced Options","North Indian, Mughlai Great for Dates, Great Service, Well-priced Options"
Burger Point,"Fast Food, Burger, Beverages",4.0,150.0,5.2,"Aliganj, Lucknow","Attentive Service, Quantity, Good Bartenders","Fast Food, Burger, Beverages Attentive Service, Quantity, Good Bartenders"
Cafe Hons - House Of No Sugar,"Italian, Mexican, Continental, Sandwich, Burger, Fast Food, Beverages",4.5,600.0,6.0,"Gomti Nagar, Lucknow","Satisfying Portions, Attentive Service, Variety of Beer","Italian, Mexican, Continental, Sandwich, Burger, Fast Food, Beverages Satisfying Portions, Attentive Service, Variety of Beer"
D' Cafe Caribbean,"North Indian, Chinese, Sandwich, Pizza, Desserts, Mughlai, Juices, Shake",3.6,500.0,2.7,"Husain Ganj, Lucknow","Quantity, Cozy Ambiance, Ambience","North Indian, Chinese, Sandwich, Pizza, Desserts, Mughlai, Juices, Shake Quantity, Cozy Ambiance, Ambience"
Pizza Tavola,"Pizza, Pasta, Sandwich, Fast Food, Tea, Shake, Desserts, Beverages",4.6,425.0,3.6,"Indira Nagar, Lucknow","Young Crowd, Sustainable Practices, Exquisite Taste","Pizza, Pasta, Sandwich, Fast Food, Tea, Shake, Desserts, Beverages Young Crowd, Sustainable Practices, Exquisite Taste"
Falak Numa Restaurant - Hotel Clarks Avadh,"North Indian, Lucknowi, Awadhi, Desserts, Beverages",3.9,1750.0,1.7,"Hotel Clarks Avadh, Hazratganj, Lucknow","Peaceful Ambience, Fresh Ingredients, Diverse Menu","North Indian, Lucknowi, Awadhi, Desserts, Beverages Peaceful Ambience, Fresh Ingredients, Diverse Menu"
Hum Tum Bun Tea,"Chinese, Pizza, Sandwich, Fast Food, Street Food, Tea, Coffee",3.6,175.0,5.7,"Gomti Nagar, Lucknow","Vintage Decor, Exquisite Taste, Consistent Quality","Chinese, Pizza, Sandwich, Fast Food, Street Food, Tea, Coffee Vintage Decor, Exquisite Taste, Consistent Quality"
Domino's Pizza,"Pizza, Italian, Pasta, Fast Food, Desserts",3.8,200.0,5.3,"Aliganj, Lucknow","Authentic Flavors, Great Service, Efficient Service","Pizza, Italian, Pasta, Fast Food, Desserts Authentic Flavors, Great Service, Efficient Service"
Jannat-Dayal Paradise,"Italian, Continental, Finger Food, Desserts",4.0,700.0,4.7,"Hotel Dayal Paradise, Gomti Nagar, Lucknow","Great Service, Clean Environment, Extensive Mocktail Menu","Italian, Continental, Finger Food, Desserts Great Service, Clean Environment, Extensive Mocktail Menu"
Upper Deck - Restro Bar,"North Indian, Chinese, Mughlai, Biryani, Sandwich, Pizza, Fast Food",3.9,550.0,5.2,"Jankipuram, Lucknow","Hospitality, Good Bartenders, Exquisite Taste","North Indian, Chinese, Mughlai, Biryani, Sandwich, Pizza, Fast Food Hospitality, Good Bartenders, Exquisite Taste"
Burger Bong,"Burger, Chinese, Pizza, Momos, Rolls, Fast Food",3.6,125.0,4.6,"Gomti Nagar, Lucknow","Cozy Ambiance, Ambiance, Creative Cuisine","Burger, Chinese, Pizza, Momos, Rolls, Fast Food Cozy Ambiance, Ambiance, Creative Cuisine"
The Kalika Hut,"North Indian, Chinese, Mughlai, Fast Food",3.0,250.0,1.7,"Hazratganj, Lucknow","Good Music, Efficient Service, Seasonal Menu","North Indian, Chinese, Mughlai, Fast Food Good Music, Efficient Service, Seasonal Menu"
La Pino'z Pizza,"Pizza, Pasta, Italian, Fast Food",3.9,400.0,4.2,"Chowk, Lucknow","Diverse Menu, Innovative Dishes, Trendy Setting","Pizza, Pasta, Italian, Fast Food Diverse Menu, Innovative Dishes, Trendy Setting"
Hons  All Day Dining,"Cafe, Coffee, Tea, Shake, Beverages, Continental, Italian, Salad",4.0,300.0,1.6,"Hazratganj, Lucknow","Cafe, Ambience, Impeccable Presentation","Cafe, Coffee, Tea, Shake, Beverages, Continental, Italian, Salad Cafe, Ambience, Impeccable Presentation"
Firefly,"North Indian, South Indian, Chinese, Italian, Thai, Japanese, Beverages, Desserts",4.0,950.0,6.1,"Summit Building, Gomti Nagar, Lucknow","Inviting Decor, Customizable Dishes, Trendy Setting","North Indian, South Indian, Chinese, Italian, Thai, Japanese, Beverages, Desserts Inviting Decor, Customizable Dishes, Trendy Setting"
Hudson Chopsticks,"Chinese, Thai, Asian, Fast Food, Beverages, Desserts",4.4,500.0,5.7,"Gomti Nagar, Lucknow","Clean Environment, Authentic Flavors, Weekend Brunch","Chinese, Thai, Asian, Fast Food, Beverages, Desserts Clean Environment, Authentic Flavors, Weekend Brunch"
Giani,"Desserts, Ice Cream",3.6,100.0,1.2,"Sapru Marg, Lucknow","Efficient Service, Delicious Food, Good Music","Desserts, Ice Cream Efficient Service, Delicious Food, Good Music"
Bae House Cafe,"Cafe, Coffee, Pizza, North Indian, Chinese, Fast Food, Desserts, Beverages",3.6,350.0,5.6,"Gomti Nagar, Lucknow","Great Service, Exquisite Taste, Peaceful Ambience","Cafe, Coffee, Pizza, North Indian, Chinese, Fast Food, Desserts, Beverages Great Service, Exquisite Taste, Peaceful Ambience"
The Square - Novotel,"North Indian, Mughlai, Oriental, Continental, Fast Food, Desserts",4.2,1750.0,7.5,"Novotel, Gomti Nagar, Lucknow","Variety of Beer, Creative Cuisine, Trendy Setting","North Indian, Mughlai, Oriental, Continental, Fast Food, Desserts Variety of Beer, Creative Cuisine, Trendy Setting"
Azrak- Saraca Lucknow,"Chinese, Fast Food, Street Food, North Indian, Kebab, Mughlai, Biryani, Desserts",4.3,1750.0,3.4,"lebua Lucknow, Lucknow","Sophisticated, Memorable Experience, Flavorful Creations","Chinese, Fast Food, Street Food, North Indian, Kebab, Mughlai, Biryani, Desserts Sophisticated, Memorable Experience, Flavorful Creations"
Firdaus - Deep Palace,"North Indian, Chinese, South Indian, Continental, Desserts, Beverages",3.9,600.0,3.4,"Deep Palace, Udaiganj, Lucknow","Hospitality, Comfortable Seating, Well-priced Options","North Indian, Chinese, South Indian, Continental, Desserts, Beverages Hospitality, Comfortable Seating, Well-priced Options"
Destination Lucknow,"North Indian, Mughlai, Biryani",4.0,250.0,4.4,"Indira Nagar, Lucknow","Good Music, Cozy Ambiance, Hospitable Staff","North Indian, Mughlai, Biryani Good Music, Cozy Ambiance, Hospitable Staff"
Fauji Da Dhaba,"North Indian, Chinese, South Indian, Street Food",3.3,125.0,8.9,"Gomti Nagar, Lucknow","Ambience, Good Music, Staff","North Indian, Chinese, South Indian, Street Food Ambience, Good Music, Staff"
Al-Baik,"Fast Food, Burger",4.2,150.0,4.3,"Chowk, Lucknow","Efficient Service, Perfect Place, Authentic Flavors","Fast Food, Burger Efficient Service, Perfect Place, Authentic Flavors"
La Chakhna,"Korean, Bubble Tea, Japanese, Asian",3.3,225.0,3.2,"Aliganj, Lucknow","Sustainable Practices, Comfortable Seating, Diverse Menu","Korean, Bubble Tea, Japanese, Asian Sustainable Practices, Comfortable Seating, Diverse Menu"
Uncle Peter's Pancakes,"Waffle, Desserts, Pancake, Sandwich, Fast Food, Beverages",4.0,250.0,9.3,"Aashiana, Lucknow","Efficient Service, Breakfast, Flavorful Creations","Waffle, Desserts, Pancake, Sandwich, Fast Food, Beverages Efficient Service, Breakfast, Flavorful Creations"
Fit Food Bistro,"Chinese, Shake, Salad, Cafe, Coffee, Healthy Food, North Indian",3.2,150.0,3.2,"Aliganj, Lucknow","Well-priced Options, Impeccable Presentation, Creative Cuisine","Chinese, Shake, Salad, Cafe, Coffee, Healthy Food, North Indian Well-priced Options, Impeccable Presentation, Creative Cuisine"
Bukhara Grill,"North Indian, Continental, American, Mughlai, Chinese, Beverages",4.0,800.0,9.2,"Aashiana, Lucknow","Extensive Mocktail Menu, Sustainable Practices, Main Course","North Indian, Continental, American, Mughlai, Chinese, Beverages Extensive Mocktail Menu, Sustainable Practices, Main Course"
Balaji Grand,"North Indian, Chinese",4.0,250.0,4.2,"Charbagh, Lucknow","Variety of Beer, Brewed Beer, Extensive Mocktail Menu","North Indian, Chinese Variety of Beer, Brewed Beer, Extensive Mocktail Menu"
La Sani'z -Delight In Every Bite,"Cafe, Lebanese, Fast Food, Desserts, Beverages, Chinese",4.0,175.0,3.0,"Indira Nagar, Lucknow","Memorable Experience, Innovative Dishes, Good Bartenders","Cafe, Lebanese, Fast Food, Desserts, Beverages, Chinese Memorable Experience, Innovative Dishes, Good Bartenders"
Uncle Fish Fry,"North Indian, Fast Food",3.7,150.0,7.1,"Alambagh, Lucknow","Quantity, Sustainable Practices, Comfortable Seating","North Indian, Fast Food Quantity, Sustainable Practices, Comfortable Seating"
Pizza Cave,"Pizza, Fast Food, Ice Cream, Beverages",3.5,150.0,5.1,"Aliganj, Lucknow","Hospitable Staff, Local Sourcing, Extensive Mocktail Menu","Pizza, Fast Food, Ice Cream, Beverages Hospitable Staff, Local Sourcing, Extensive Mocktail Menu"
Garden Grille & Bar - Hilton Garden Inn,"North Indian, Asian, Mughlai, Fast Food, Desserts, Ice Cream",4.4,1000.0,5.8,"Gomti Nagar, Lucknow","Seasonal Menu, Good Bartenders, Well-priced Options","North Indian, Asian, Mughlai, Fast Food, Desserts, Ice Cream Seasonal Menu, Good Bartenders, Well-priced Options"
Indian Culinary Company,"Sandwich, Burger, Pasta, Chinese, Fast Food, Street Food, Beverages",4.0,100.0,8.6,"Aashiana, Lucknow","Clean Environment, Breakfast, Authentic Flavors","Sandwich, Burger, Pasta, Chinese, Fast Food, Street Food, Beverages Clean Environment, Breakfast, Authentic Flavors"
Foodie Baba,"Pizza, Sandwich, Burger, Fast Food, Salad, Shake, Beverages",4.2,250.0,9.6,"Aashiana, Lucknow","Hospitable Staff, Friendly Staff, Attentive Service","Pizza, Sandwich, Burger, Fast Food, Salad, Shake, Beverages Hospitable Staff, Friendly Staff, Attentive Service"
Take Off Point,"Chinese, Fast Food, North Indian, Biryani, Mughlai, Beverages",4.0,200.0,7.1,"Alambagh, Lucknow","Fresh Ingredients, Cafe, Great Service","Chinese, Fast Food, North Indian, Biryani, Mughlai, Beverages Fresh Ingredients, Cafe, Great Service"
Al-Jafran,North Indian,4.6,250.0,3.4,"Nirala Nagar, Lucknow","Young Crowd, Cafe, Staff","North Indian Young Crowd, Cafe, Staff"
Ciwaz Veg & Non Veg,"North Indian, Mughlai, Street Food, Chinese, Beverages, Desserts",3.5,250.0,8.8,"Gomti Nagar, Lucknow","Breakfast, Satisfying Portions, Vintage Decor","North Indian, Mughlai, Street Food, Chinese, Beverages, Desserts Breakfast, Satisfying Portions, Vintage Decor"
Spicy Kitchen,"Chinese, Shake, Sichuan",3.8,150.0,3.5,"Aliganj, Lucknow","Delicious Food, Main Course, Inviting Decor","Chinese, Shake, Sichuan Delicious Food, Main Course, Inviting Decor"
TasteBud Restaurant,"North Indian, Chinese, Kebab, Mughlai",4.4,200.0,3.4,"Aliganj, Lucknow","Warm Atmosphere, Authentic Flavors, Peaceful Ambience","North Indian, Chinese, Kebab, Mughlai Warm Atmosphere, Authentic Flavors, Peaceful Ambience"
Farzi Café,"North Indian, Mughlai, Italian, Continental, Asian, Fast Food, Desserts, Beverages",4.5,1250.0,6.2,"Gomti Nagar, Lucknow","Comfortable Seating, Cozy Ambiance, Well-priced Options","North Indian, Mughlai, Italian, Continental, Asian, Fast Food, Desserts, Beverages Comfortable Seating, Cozy Ambiance, Well-priced Options"
Gola Sizzlers,"North Indian, Mughlai, Chinese, Continental, Ice Cream",4.3,1000.0,9.8,"Lulu Mall, Lucknow","Innovative Dishes, Young Crowd, Sophisticated","North Indian, Mughlai, Chinese, Continental, Ice Cream Innovative Dishes, Young Crowd, Sophisticated"
Biryani Stock Exchange,"Biryani, North Indian, Momos",3.8,300.0,5.6,"Gomti Nagar, Lucknow","Authentic Flavors, Delicious Food, Well-priced Options","Biryani, North Indian, Momos Authentic Flavors, Delicious Food, Well-priced Options"
Gravy Groovy,"North Indian, Lucknowi, Biryani, Seafood, Fast Food, Continental",4.7,350.0,6.0,"Gomti Nagar, Lucknow","Perfect Place, Young Crowd, Cafe","North Indian, Lucknowi, Biryani, Seafood, Fast Food, Continental Perfect Place, Young Crowd, Cafe"
Void Bar & Nightclub,"Continental, Asian, Chinese, Fast Food, Pasta, Pizza, North Indian, Desserts",4.0,750.0,6.1,"Gomti Nagar, Lucknow","Exquisite Taste, Well-priced Options, Great Service","Continental, Asian, Chinese, Fast Food, Pasta, Pizza, North Indian, Desserts Exquisite Taste, Well-priced Options, Great Service"
L 14 - Renaissance Lucknow Hotel,"North Indian, Mughlai, Continental, Asian, Healthy Food, BBQ, Desserts, Beverages",4.2,1750.0,2.5,"Renaissance Lucknow Hotel, Lucknow","Cafe, Sustainable Practices, Weekend Brunch","North Indian, Mughlai, Continental, Asian, Healthy Food, BBQ, Desserts, Beverages Cafe, Sustainable Practices, Weekend Brunch"
Pandit Ji Ka Dhaba & Family Restaurant,North Indian,3.8,250.0,7.3,"Aliganj, Lucknow","Vintage Decor, Brewed Beer, Ambiance","North Indian Vintage Decor, Brewed Beer, Ambiance"
Raj Fast Food,"Chinese, Fast Food",4.2,100.0,9.9,"Transport Nagar, Lucknow","Courteous Staff, Vintage Decor, Flavorful Creations","Chinese, Fast Food Courteous Staff, Vintage Decor, Flavorful Creations"
"Gianis - Ice Cream, Shakes & Sundaes","Ice Cream, Desserts, Shake, Beverages",3.6,125.0,1.2,"Hazratganj, Lucknow","Sustainable Practices, Hospitality, Extensive Mocktail Menu","Ice Cream, Desserts, Shake, Beverages Sustainable Practices, Hospitality, Extensive Mocktail Menu"
Yadav Dhaba,North Indian,3.4,150.0,8.2,"Gomti Nagar, Lucknow","Comfortable Seating, Delicious Food, Hospitable Staff","North Indian Comfortable Seating, Delicious Food, Hospitable Staff"
Non Veg Corner & Veg Fast Food,Mughlai,3.9,300.0,7.6,"Rajajipuram, Lucknow","Delicious Food, Warm Atmosphere, Memorable Experience","Mughlai Delicious Food, Warm Atmosphere, Memorable Experience"
Shri Nathji Bhojanalaya,"North Indian, South Indian, Chinese",4.1,175.0,4.2,"Charbagh, Lucknow","Main Course, Perfect Place, Satisfying Portions","North Indian, South Indian, Chinese Main Course, Perfect Place, Satisfying Portions"
Trinkster,"Fast Food, Sandwich, Burger, Shake, Beverages",4.4,225.0,4.6,"Gomti Nagar, Lucknow","Main Course, Well-priced Options, Comfortable Seating","Fast Food, Sandwich, Burger, Shake, Beverages Main Course, Well-priced Options, Comfortable Seating"
The American Pizza,"Pizza, Fast Food, Beverages",3.5,175.0,4.6,"Indira Nagar, Lucknow","Satisfying Portions, Fresh Ingredients, Attentive Service","Pizza, Fast Food, Beverages Satisfying Portions, Fresh Ingredients, Attentive Service"
The Food Factory,"North Indian, Mughlai, Beverages, Ice Cream",4.2,300.0,5.0,"Indira Nagar, Lucknow","Weekend Brunch, Fresh Ingredients, Trendy Setting","North Indian, Mughlai, Beverages, Ice Cream Weekend Brunch, Fresh Ingredients, Trendy Setting"
Baskin Robbins - Ice Cream Desserts,"Ice Cream, Desserts, Beverages",3.9,250.0,1.5,"Mahanagar, Lucknow","Sustainable Practices, Comfortable Seating, Seasonal Menu","Ice Cream, Desserts, Beverages Sustainable Practices, Comfortable Seating, Seasonal Menu"
ICDC-Influence Car Dining Cafe,"Pizza, Pasta, Fast Food, Momos, Beverages, Desserts",3.8,75.0,6.0,"Gomti Nagar, Lucknow","Friendly Staff, Sustainable Practices, Perfect Place","Pizza, Pasta, Fast Food, Momos, Beverages, Desserts Friendly Staff, Sustainable Practices, Perfect Place"
The Dragon Pizza Point,"Pizza, Burger, Sandwich, Fast Food, Street Food",3.6,150.0,7.1,"Gomti Nagar, Lucknow","Consistent Quality, Hospitable Staff, Efficient Service","Pizza, Burger, Sandwich, Fast Food, Street Food Consistent Quality, Hospitable Staff, Efficient Service"
The Grand Orion,"North Indian, South Indian, Chinese, Desserts, Juices, Beverages",3.6,500.0,6.4,"Gomti Nagar, Lucknow","Seasonal Menu, Memorable Experience, Well-priced Options","North Indian, South Indian, Chinese, Desserts, Juices, Beverages Seasonal Menu, Memorable Experience, Well-priced Options"
Lambardar Haandi Restro,"North Indian, Mughlai",3.6,250.0,9.4,"Aashiana, Lucknow","Local Sourcing, Weekend Brunch, Variety of Beer","North Indian, Mughlai Local Sourcing, Weekend Brunch, Variety of Beer"
Cafe De Leila,North Indian,4.0,150.0,4.8,"Gomti Nagar, Lucknow","Efficient Service, Trendy Setting, Customizable Dishes","North Indian Efficient Service, Trendy Setting, Customizable Dishes"
Chai Mera Yaar,"Momos, Pizza, Burger, Sandwich, Street Food, Tea, Shake, Beverages",3.9,200.0,5.3,"Indira Nagar, Lucknow","Diverse Menu, Good Music, Hospitality","Momos, Pizza, Burger, Sandwich, Street Food, Tea, Shake, Beverages Diverse Menu, Good Music, Hospitality"
Apna Adda,"North Indian, Chinese, South Indian, Fast Food, Desserts, Beverages",3.1,250.0,7.8,"Gomti Nagar, Lucknow","Seasonal Menu, Brewed Beer, Satisfying Portions","North Indian, Chinese, South Indian, Fast Food, Desserts, Beverages Seasonal Menu, Brewed Beer, Satisfying Portions"
Wok N Roll,"Chinese, Rolls",4.2,225.0,7.0,"Gomti Nagar, Lucknow","Hospitable Staff, Sophisticated, Good Bartenders","Chinese, Rolls Hospitable Staff, Sophisticated, Good Bartenders"
Hotspot Restaurant,"North Indian, Chinese, South Indian",3.6,300.0,3.2,"Nirala Nagar, Lucknow","Creative Cuisine, Flavorful Creations, Impeccable Presentation","North Indian, Chinese, South Indian Creative Cuisine, Flavorful Creations, Impeccable Presentation"
Shriji Foods,"North Indian, Street Food",3.9,100.0,3.7,"Aminabad, Lucknow","Vintage Decor, Exquisite Taste, Variety of Beer","North Indian, Street Food Vintage Decor, Exquisite Taste, Variety of Beer"
DFC,"Healthy Food, Salad, Sandwich, Shake, Beverages",3.9,175.0,6.5,"Alambagh, Lucknow","Warm Atmosphere, Consistent Quality, Peaceful Ambience","Healthy Food, Salad, Sandwich, Shake, Beverages Warm Atmosphere, Consistent Quality, Peaceful Ambience"
Mr Bajra,"North Indian, Chinese, Street Food, Fast Food, Beverages",3.8,225.0,2.0,"Mahanagar, Lucknow","Diverse Menu, Impeccable Presentation, Efficient Service","North Indian, Chinese, Street Food, Fast Food, Beverages Diverse Menu, Impeccable Presentation, Efficient Service"
Lucknow Bakery,Bakery,3.6,300.0,3.0,"Aliganj, Lucknow","Quantity, Vintage Decor, Satisfying Portions","Bakery Quantity, Vintage Decor, Satisfying Portions"
Aafaan,"Biryani, Mughlai, Burger, Rolls, Kebab",4.0,175.0,4.7,"Indira Nagar, Lucknow","Good Music, Diverse Menu, Breakfast","Biryani, Mughlai, Burger, Rolls, Kebab Good Music, Diverse Menu, Breakfast"
Burger Planet & Restaurant,"Fast Food, North Indian, Burger, Beverages",3.9,150.0,5.3,"Aliganj, Lucknow","Great for Dates, Young Crowd, Staff","Fast Food, North Indian, Burger, Beverages Great for Dates, Young Crowd, Staff"
Foodie Pizza - Baked With Love,"Momos, Chinese, Pizza, Pasta, Shake",3.5,150.0,16.4,"Transport Nagar, Lucknow","Warm Atmosphere, Impeccable Presentation, Hospitality","Momos, Chinese, Pizza, Pasta, Shake Warm Atmosphere, Impeccable Presentation, Hospitality"
Ayushmaan Bakery & Cafe,"Bakery, Fast Food, Desserts, Cafe",3.9,125.0,8.5,"Aashiana, Lucknow","Great Service, Good Bartenders, Friendly Staff","Bakery, Fast Food, Desserts, Cafe Great Service, Good Bartenders, Friendly Staff"
Pizza Cornar,"Pizza, Fast Food",3.9,175.0,6.3,"Jankipuram, Lucknow","Clean Environment, Live Sports Screening, Extensive Mocktail Menu","Pizza, Fast Food Clean Environment, Live Sports Screening, Extensive Mocktail Menu"
The Burger Caffe,"Burger, Fast Food, Desserts, Beverages, Sandwich, Wraps, Pizza",3.9,150.0,3.0,"Indira Nagar, Lucknow","Exquisite Taste, Consistent Quality, Peaceful Ambience","Burger, Fast Food, Desserts, Beverages, Sandwich, Wraps, Pizza Exquisite Taste, Consistent Quality, Peaceful Ambience"
Azamgarh Mutton Do Pyaza,"North Indian, Biryani, Mughlai",3.5,225.0,2.6,"Aliganj, Lucknow","Sophisticated, Fresh Ingredients, Staff","North Indian, Biryani, Mughlai Sophisticated, Fresh Ingredients, Staff"
Al-Baik.Com,"Shawarma, Burger, Fast Food, North Indian",3.9,200.0,9.5,"Transport Nagar, Lucknow","Brewed Beer, Efficient Service, Authentic Flavors","Shawarma, Burger, Fast Food, North Indian Brewed Beer, Efficient Service, Authentic Flavors"
Bells & Pepper,"North Indian, Chinese, Pizza, Fast Food, Street Food, Shake, Beverages, Ice Cream",3.9,150.0,8.1,"Aashiana, Lucknow","Exquisite Taste, Hospitable Staff, Sustainable Practices","North Indian, Chinese, Pizza, Fast Food, Street Food, Shake, Beverages, Ice Cream Exquisite Taste, Hospitable Staff, Sustainable Practices"
Yummy In The Tummy,"North Indian, Chinese, Rolls, Pizza, Fast Food",3.6,175.0,6.0,"Jankipuram, Lucknow","Impeccable Presentation, Main Course, Customizable Dishes","North Indian, Chinese, Rolls, Pizza, Fast Food Impeccable Presentation, Main Course, Customizable Dishes"
The Brother Hood,"North Indian, Biryani, Chinese, Rolls, Mughlai",3.6,400.0,3.6,"Aliganj, Lucknow","Variety of Beer, Innovative Dishes, Trendy Setting","North Indian, Biryani, Chinese, Rolls, Mughlai Variety of Beer, Innovative Dishes, Trendy Setting"
Sky Face Restaurant,"North Indian, Italian, Chinese, Fast Food, Street Food, Biryani, Shake, Beverages",3.6,300.0,4.9,"Indira Nagar, Lucknow","Fresh Ingredients, Cozy Ambiance, Vintage Decor","North Indian, Italian, Chinese, Fast Food, Street Food, Biryani, Shake, Beverages Fresh Ingredients, Cozy Ambiance, Vintage Decor"
The Smoke House Cafe,"Chinese, Sandwich, Fast Food, Beverages",3.6,300.0,4.9,"Indira Nagar, Lucknow","Trendy Setting, Young Crowd, Great for Dates","Chinese, Sandwich, Fast Food, Beverages Trendy Setting, Young Crowd, Great for Dates"
The Outcider Cafe & Lounge,"North Indian, Chinese, Continental, Biryani, Italian, Burger, Fast Food, Beverages",3.6,250.0,11.8,"Aliganj, Lucknow","Delicious Food, Creative Cuisine, Trendy Setting","North Indian, Chinese, Continental, Biryani, Italian, Burger, Fast Food, Beverages Delicious Food, Creative Cuisine, Trendy Setting"
Big Buns,"Fast Food, Sandwich, Italian, Beverages",2.9,250.0,1.8,"Nishatganj, Lucknow","Diverse Menu, Authentic Flavors, Friendly Staff","Fast Food, Sandwich, Italian, Beverages Diverse Menu, Authentic Flavors, Friendly Staff"
Knightriders Kitchen,"North Indian, Mughlai, Beverages",3.8,200.0,6.3,"Alambagh, Lucknow","Impeccable Presentation, Efficient Service, Main Course","North Indian, Mughlai, Beverages Impeccable Presentation, Efficient Service, Main Course"
Global Tummy,"Fast Food, Beverages, Sandwich, Shake",3.9,200.0,7.3,"Gomti Nagar, Lucknow","Creative Cuisine, Satisfying Portions, Local Sourcing","Fast Food, Beverages, Sandwich, Shake Creative Cuisine, Satisfying Portions, Local Sourcing"
Down Town Cafe,"Chinese, Italian, Fast Food, North Indian, Continental, Beverages, Desserts",3.8,300.0,6.4,"Gomti Nagar, Lucknow","Quantity, Trendy Setting, Courteous Staff","Chinese, Italian, Fast Food, North Indian, Continental, Beverages, Desserts Quantity, Trendy Setting, Courteous Staff"
Fauji Dhaba- Sitapur Road,North Indian,3.6,150.0,11.3,"Jankipuram, Lucknow","Innovative Dishes, Clean Environment, Good Music","North Indian Innovative Dishes, Clean Environment, Good Music"
